Reference	ID	Tags	Quote	Occurrence	Question	Response
9:25	d4f4	basic,observe	τὸ ἄλαλον καὶ κωφὸν πνεῦμα, ἐγὼ ἐπιτάσσω σοι, ἔξελθε ἐξ αὐτοῦ, καὶ μηκέτι εἰσέλθῃς εἰς αὐτόν	1	Quelles sont les deux choses que Jésus a ordonnées à l'esprit **qui rend sourd et muet** de faire ?	
9:26	hj2w	basic,observe	κράξας, καὶ πολλὰ σπαράξας, αὐτόν ἐξῆλθεν	1	Comment l'esprit impur a-t-il répondu à l'ordre de Jésus ?	
9:26	hqfm	basic,observe	ἐγένετο ὡσεὶ νεκρὸς, ὥστε τοὺς πολλοὺς λέγειν ὅτι ἀπέθανεν	1	Qu'est-il arrivé au garçon lorsque l'esprit l'a quitté ?	
9:27	jjov	basic,observe	ὁ δὲ Ἰησοῦς κρατήσας τῆς χειρὸς αὐτοῦ, ἤγειρεν αὐτόν, καὶ ἀνέστη	1	Qu'a fait Jésus au garçon après que celui-ci soit apparu comme mort ?	
9:28	yox7	basic,observe	οἱ μαθηταὶ αὐτοῦ κατ’ ἰδίαν ἐπηρώτων αὐτόν, ὅτι ἡμεῖς οὐκ ἠδυνήθημεν ἐκβαλεῖν αὐτό?	1	Quelle question les disciples ont-ils posée à Jésus lorsqu'ils se sont retrouvés seuls dans une maison ?	
9:29	kpfe	basic,observe	τοῦτο τὸ γένος ἐν οὐδενὶ δύναται ἐξελθεῖν, εἰ μὴ ἐν προσευχῇ καὶ νηστείᾳ	1	Selon Jésus, qu'est-ce qui est nécessaire pour chasser un esprit difficile tel que cet esprit qui rend sourd et muet ?	
9:29	y21b	basic,interpret	τοῦτο τὸ γένος ἐν οὐδενὶ δύναται ἐξελθεῖν, εἰ μὴ ἐν προσευχῇ καὶ νηστείᾳ	1	Que sous-entend la réponse de Jésus sur la condition spirituelle des disciples ?	
9:29	h9h7	basic,apply	τοῦτο τὸ γένος ἐν οὐδενὶ δύναται ἐξελθεῖν, εἰ μὴ ἐν προσευχῇ καὶ νηστείᾳ	1	Dans quel domaine de votre vie attendez-vous encore que Dieu agisse, dans lequel vous devez être plus sérieux dans la prière ou le jeûne pour qu'il vous réponde ?	
9:30	jdrm	basic,interpret	παρεπορεύοντο διὰ τῆς Γαλιλαίας, καὶ οὐκ ἤθελεν ἵνα τις γνοῖ	1	Comment Jésus a-t-il répondu aux gens de **Galilée** alors qu'il la traversait avec ses disciples ?	
9:31	yxh2	basic,observe	ἐδίδασκεν γὰρ τοὺς μαθητὰς αὐτοῦ, καὶ ἔλεγεν αὐτοῖς, ὅτι ὁ Υἱὸς τοῦ Ἀνθρώπου παραδίδοται εἰς χεῖρας ἀνθρώπων, καὶ ἀποκτενοῦσιν αὐτόν, καὶ ἀποκτανθεὶς, μετὰ τρεῖς ἡμέρας ἀναστήσεται	1	Ici, le mot **Car** introduit la raison pour laquelle Jésus n'a pas dit aux Galiléens qu'il passait par là. Pourquoi ?	
9:31	qtgb	basic,interpret	ὁ Υἱὸς τοῦ Ἀνθρώπου	1	Selon vous, pourquoi Jésus se présente-t-il à nouveau comme le **Fils de l'Homme** ?	
9:31	g4f6	basic,interpret	ὅτι ὁ Υἱὸς τοῦ Ἀνθρώπου παραδίδοται εἰς χεῖρας ἀνθρώπων, καὶ ἀποκτενοῦσιν αὐτόν, καὶ ἀποκτανθεὶς, μετὰ τρεῖς ἡμέρας ἀναστήσεται	1	Pensez-vous que Jésus parle clairement de ce qui lui arrivera ? Si ce n'est pas le cas, comment cela pourrait-il être éclairci ?	
9:32	alrb	basic,interpret	οἱ δὲ ἠγνόουν τὸ ῥῆμα, καὶ ἐφοβοῦντο αὐτὸν ἐπερωτῆσαι	1	Selon vous, pourquoi les disciples n'ont-ils pas pu comprendre ce que Jésus avait annoncé qu'il lui arriverait ?	
9:33	jmym	basic,observe	ἦλθον εἰς Καφαρναούμ; καὶ ἐν τῇ οἰκίᾳ γενόμενος, ἐπηρώτα αὐτούς, τί ἐν τῇ ὁδῷ διελογίζεσθε?	1	Quelle question Jésus a-t-il posée à ses disciples lorsqu'ils sont arrivés à **Capernaüm** ?	
9:34	dn7v	basic,interpret	οἱ δὲ ἐσιώπων, πρὸς ἀλλήλους γὰρ διελέχθησαν ἐν τῇ ὁδῷ, τίς μείζων	1	Selon vous, pourquoi n'ont-ils pas voulu dire à Jésus qu'ils **se demandaient entre eux qui était le plus important** ?	
9:34	mrsm	basic,interpret	ἀλλήλους γὰρ διελέχθησαν ἐν τῇ ὁδῷ, τίς μείζων	1	Selon vous, pourquoi chaque disciple désirait-il tant être le **plus implant** parmi les autres ?	
9:35	w2xt	basic,interpret	καθίσας, ἐφώνησεν τοὺς δώδεκα καὶ λέγει αὐτοῖς, εἴ τις θέλει πρῶτος εἶναι	1	Comment Jésus a-t-il su que les **Douze** discutaient pour savoir qui était **le premier**, bien qu'ils ne lui en aient pas parlé ?	
9:35	o51f	basic,observe	εἴ τις θέλει πρῶτος εἶναι, ἔσται πάντων ἔσχατος καὶ πάντων διάκονος	1	Selon Jésus, quel genre de personne sera **le premier** parmi les disciples ?	
9:35	m3uh	basic,apply	ἔσται πάντων ἔσχατος καὶ πάντων διάκονος	1	Selon vous, quels sont les exemples de ce qu'une personne peut faire pour être considérée comme **le dernier de tous** et **le serviteur de tous** ?	
9:36	trz4	basic,observe	λαβὼν παιδίον, ἔστησεν αὐτὸ ἐν μέσῳ αὐτῶν, καὶ ἐναγκαλισάμενος αὐτὸ	1	Que fait Jésus avec un **petit enfant** pour montrer comment être le dernier de tous et le serviteur de tous ?	
9:37	unuf	basic,observe	ὃς ἂν ἓν τῶν τοιούτων παιδίων δέξηται ἐπὶ τῷ ὀνόματί μου, ἐμὲ δέχεται	1	Selon Jésus, comment faut-il l'accueillir ?	
9:37	uj5i	basic,interpret	ὃς ἂν ἓν τῶν τοιούτων παιδίων δέξηται ἐπὶ τῷ ὀνόματί μου	1	Que pourrait-on faire pour recevoir **un petit enfant comme celui-ci** au **nom** de Jésus ?	
9:37	bw38	basic,observe	ὃς ἂν ἐμὲ δέχηται, οὐκ ἐμὲ δέχεται, ἀλλὰ τὸν ἀποστείλαντά με	1	Lorsque quelqu'un **va recevoir** Jésus, qui va-t-il également recevoir ?	
9:37	p5rp	basic,interpret	τὸν ἀποστείλαντά με	1	Qui Jésus désignait-il lorsqu'il parlait de **celui qui m'a envoyé** ?	
9:38	wbta	basic,observe	εἴδομέν τινα ἐν τῷ ὀνόματί σου ἐκβάλλοντα δαιμόνια, καὶ ἐκωλύομεν αὐτόν, ὅτι οὐκ ἠκολούθει ἡμῖν	1	Pourquoi les disciples ont-ils empêché un homme de **chasser les démons** au nom de Jésus ?	
9:39	zj6b	basic,observe	ὁ δὲ Ἰησοῦς εἶπεν, μὴ κωλύετε αὐτόν	1	Jésus était-il d'accord avec les disciples ?	
9:39	unmg	basic,observe	οὐδεὶς γάρ ἐστιν ὃς ποιήσει δύναμιν ἐπὶ τῷ ὀνόματί μου, καὶ δυνήσεται ταχὺ κακολογῆσαί με	1	Ici, **car** introduit la raison pour laquelle les apôtres ne devraient pas empêcher les gens d'accomplir des œuvres au nom de Jésus. Pourquoi ?	
9:40	d564	basic,interpret	ὃς γὰρ οὐκ ἔστιν καθ’ ἡμῶν, ὑπὲρ ἡμῶν ἐστιν	1	Que veut dire Jésus lorsqu'il affirme que quelqu'un est **contre nous** ou **pour nous** ?	
9:40	fj1k	basic,apply	ὃς γὰρ οὐκ ἔστιν καθ’ ἡμῶν, ὑπὲρ ἡμῶν ἐστιν	1	Dans quelle mesure réussissez-vous à accepter et à soutenir d'autres personnes qui œuvrent pour Jésus, mais qui ne font pas partie de votre groupe ?	
9:41	rjhr	basic,observe	ὃς γὰρ ἂν ποτίσῃ ὑμᾶς ποτήριον ὕδατος	1	À qui cette personne donne-t-elle **une coupe d'eau** ?	
9:41	wm54	basic,observe	ἐν ὀνόματι, ὅτι Χριστοῦ ἐστε	1	Pourquoi cette personne leur donnerait-elle une coupe d'eau ?	
9:41	n31z	basic,observe	ἀμὴν, λέγω ὑμῖν, ὅτι οὐ μὴ ἀπολέσῃ τὸν μισθὸν αὐτοῦ	1	Qu'adviendra-t-il à la **récompense** de la personne qui donnera une coupe d'eau à un disciple Christ ?	
9:42	zlwg	basic,interpret	ὃς ἂν σκανδαλίσῃ ἕνα τῶν μικρῶν τούτων τῶν πιστευόντων εἰς ἐμέ	1	Dans le contexte du verset 41, qui désigne **l'un de ces petits qui croient en moi** ?	
9:42	mob7	basic,interpret	ὃς ἂν σκανδαλίσῃ ἕνα τῶν μικρῶν τούτων τῶν πιστευόντων εἰς ἐμέ	1	Que pourrait signifier faire **chuter** l'un de ces croyants ?	
9:42	f5vv	basic,interpret	καλόν ἐστιν αὐτῷ μᾶλλον εἰ περίκειται μύλος ὀνικὸς περὶ τὸν τράχηλον αὐτοῦ, καὶ βέβληται εἰς τὴν θάλασσαν	1	Jésus a dit que mettre **une pierre de meule** autour du cou de quelqu'un et le jeter **dans la mer** serait un meilleur châtiment que celui réservé à ceux qui font trébucher les croyants. Quel genre de châtiment pourrait être pire que cela ?	
9:43	ue6v	basic,observe	ἐὰν σκανδαλίσῃ σε ἡ χείρ σου, ἀπόκοψον αὐτήν	1	Que doit faire le croyant de sa **main** si elle le **fait chuter** ?	
9:43	etyl	basic,observe	καλόν ἐστίν σε κυλλὸν εἰσελθεῖν εἰς τὴν ζωὴν, ἢ τὰς δύο χεῖρας ἔχοντα ἀπελθεῖν εἰς τὴν Γέενναν, εἰς τὸ πῦρ τὸ ἄσβεστον	1	Pour quelle raison Jésus justifie-t-il qu'un croyant prenne des mesures extrêmes pour empêcher son corps de le faire chuter ?	
9:45	hm61	basic,observe	ἐὰν ὁ πούς σου σκανδαλίζῃ σε, ἀπόκοψον αὐτόν	1	Que doit faire le croyant à son **pied** s'il le **fait chuter** ?	
9:45	y88e	basic,observe	καλόν ἐστίν σε εἰσελθεῖν εἰς τὴν ζωὴν χωλὸν, ἢ τοὺς δύο πόδας ἔχοντα βληθῆναι εἰς τὴν Γέενναν	1	Pour quelle raison Jésus justifie-t-il qu'un croyant prenne des mesures extrêmes pour empêcher son corps de le faire chuter ?	
9:47	ehib	basic,observe	ἐὰν ὁ ὀφθαλμός σου σκανδαλίζῃ σε, ἔκβαλε αὐτόν	1	Que doit faire le croyant à son **œil** s'il le pousse à **chuter** ?	
9:47	v9bu	basic,observe	καλόν σέ ἐστιν μονόφθαλμον εἰσελθεῖν εἰς τὴν Βασιλείαν τοῦ Θεοῦ, ἢ δύο ὀφθαλμοὺς ἔχοντα βληθῆναι εἰς τὴν Γέενναν	1	Pour quelle raison Jésus justifie-t-il qu'un croyant prenne des mesures extrêmes pour empêcher son corps de le faire chuter ?	
9:48	u8j3	basic,observe	ὅπου ὁ σκώληξ αὐτῶν οὐ τελευτᾷ, καὶ τὸ πῦρ οὐ σβέννυται	1	Quelles sont les deux choses qui, selon Jésus, ne prennent jamais fin en Géhenne ?	
9:48	krkf	basic,observe	τὸ πῦρ οὐ σβέννυται	1	Comparez ce verset à la fin du verset 43.	
9:49	s9jt	basic,interpret	πᾶς γὰρ πυρὶ ἁλισθήσεται	1	Puisque le **feu** semble ici renvoyer au verset 48, qu'est-ce que cela représenterait ?	
9:49	btrd	basic,interpret	πᾶς γὰρ πυρὶ ἁλισθήσεται	1	À la lumière de ce que **le feu** désigne dans ce contexte, que signifie, selon vous, le fait que tous vont **salés par le feu** ?	
9:50	u5ur	advanced,interpret	καλὸν τὸ ἅλας	1	Le sens de cette déclaration est difficile à comprendre. Si **le sel** désigne ici le fait d'être **salé** au verset 49, pourquoi cela serait-ce **utile** ?	
9:50	ykdc	basic,interpret	ἐὰν δὲ τὸ ἅλας ἄναλον γένηται	1	Est-il possible que le **sel** perde **sa saveur** ? Si oui, comment cela pourrait-il se produire ?	
9:50	i6xc	basic,interpret	ἐὰν δὲ τὸ ἅλας ἄναλον γένηται, ἐν τίνι αὐτὸ ἀρτύσετε?	1	Cette question sous-entend que rien ne peut **assaisonner** le sel pour qu'il redevienne salé. Cela correspond-il à ce que vous savez du sel ?	
9:50	e0a3	basic,interpret	ἔχετε ἐν ἑαυτοῖς ἅλα	1	Compte tenu de votre compréhension à la signification du **sel** dans ce verset, que voudrait dire avoir du **sel en vous** ?	
9:50	yqxx	basic,interpret	εἰρηνεύετε ἐν ἀλλήλοις	1	Si l'on considère le début de cette histoire aux versets 33-36, pourquoi les disciples avaient-ils besoin d'apprendre à être **en paix les uns avec les autres** ?	
10:1	ew13	basic,observe	ἐκεῖθεν ἀναστὰς, ἔρχεται εἰς τὰ ὅρια τῆς Ἰουδαίας, καὶ πέραν τοῦ Ἰορδάνου	1	Où Jésus et ses disciples sont-ils allés après avoir quitté Capernaüm ?	
10:1	ct1f	basic,observe	συνπορεύονται πάλιν ὄχλοι πρὸς αὐτόν, καὶ ὡς εἰώθει πάλιν ἐδίδασκεν αὐτούς	1	Qu'a fait Jésus pour les **foules** qui l'ont suivi **de l’autre côté du Jourdain** ?	
10:2	pjyt	basic,observe	Φαρισαῖοι ἐπηρώτων αὐτὸν, εἰ ἔξεστιν ἀνδρὶ γυναῖκα ἀπολῦσαι	1	Au sujet de quoi les **pharisiens** interrogeaient-ils Jésus ?	
10:2	kquo	basic,observe	πειράζοντες αὐτόν	1	Pourquoi les pharisiens interrogeaient-ils Jésus sur le fait de **renvoyer sa femme** ?	
10:3	iqsm	basic,observe	τί ὑμῖν ἐνετείλατο Μωϋσῆς?	1	Comment Jésus a-t-il répondu aux questions des pharisiens ?	
10:4	hba4	basic,observe	ἐπέτρεψεν Μωϋσῆς βιβλίον ἀποστασίου γράψαι καὶ ἀπολῦσαι	1	Qu'a dit Moïse sur le fait qu'un homme divorce de sa femme ?	
10:5	n0x6	basic,observe	πρὸς τὴν σκληροκαρδίαν ὑμῶν, ἔγραψεν ὑμῖν τὴν ἐντολὴν ταύτην	1	Selon Jésus, pourquoi Moïse a-t-il permis à un homme de divorcer de sa femme ?	
10:6	ksui	basic,observe	ἀπὸ & ἀρχῆς κτίσεως, ἄρσεν καὶ θῆλυ ἐποίησεν αὐτούς	1	D'après cette citation de la Genèse, quelle distinction Dieu a-t-il faite lorsqu'il a créé les hommes ?	
10:7	k4ip	basic,observe	ἕνεκεν τούτου καταλείψει ἄνθρωπος τὸν πατέρα αὐτοῦ καὶ τὴν μητέρα	1	D'après la Genèse, que doit faire un homme lorsqu'il épouse une femme ?	
10:8	w977	basic,observe	ἔσονται οἱ δύο εἰς σάρκα μίαν; ὥστε οὐκέτι εἰσὶν δύο, ἀλλὰ μία σάρξ	1	Quel est le changement majeur qui se produit entre un homme et une femme lorsqu'ils se marient ?	
10:8	hxvd	basic,interpret	σάρκα μίαν & μία σάρξ	1	Que signifie pour un homme et une femme de devenir **une seule chair** ?	
10:9	v1ow	basic,observe	ὃ οὖν ὁ Θεὸς συνέζευξεν	1	Selon Jésus, qui unit un homme et une femme dans le mariage ?	
10:9	qma4	basic,interpret	ὃ οὖν ὁ Θεὸς συνέζευξεν, ἄνθρωπος μὴ χωριζέτω	1	Est-il raisonnable pour les hommes d'essayer de séparer des personnes que Dieu a unies ?	
10:10	h1x1	basic,observe	εἰς τὴν οἰκίαν πάλιν, οἱ μαθηταὶ περὶ τούτου ἐπηρώτων αὐτόν	1	Les **disciples** ont-ils bien compris ce que Jésus a dit à propos de la nécessité de ne pas séparer les personnes que Dieu a unies par le mariage ?	
10:11	px0m	basic,observe	λέγει αὐτοῖς, ὃς ἂν ἀπολύσῃ τὴν γυναῖκα αὐτοῦ, καὶ γαμήσῃ ἄλλην, μοιχᾶται ἐπ’ αὐτήν	1	Selon Jésus, quelle est la condition spirituelle d'un homme qui divorce de sa femme et en épouse une autre ?	
10:11	t0wx	basic,observe	ὃς ἂν ἀπολύσῃ τὴν γυναῖκα αὐτοῦ, καὶ γαμήσῃ ἄλλην, μοιχᾶται ἐπ’ αὐτήν	1	D'après cette affirmation, si un homme a divorcé de sa femme, quelle seconde action pourrait-il commettre pour être considéré comme coupable d'**adultère** ?	
10:12	defl	basic,observe	ἐὰν αὐτὴ ἀπολύσασα τὸν ἄνδρα αὐτῆς, γαμήσῃ ἄλλον, μοιχᾶται	1	Selon cette affirmation, si une femme a divorcé de son mari, quelle deuxième action pourrait-elle commette pour être considérée comme coupable d'**adultère** ?	
10:11-12	nchm	basic,observe	ὃς ἂν ἀπολύσῃ τὴν γυναῖκα αὐτοῦ & ἐὰν αὐτὴ ἀπολύσασα τὸν ἄνδρα αὐτῆς	1	L'enseignement de Jésus sur le divorce semble-t-il différer d'une manière ou d'une autre selon que la personne qui divorce est un homme ou une femme ?	
10:13	bc5k	basic,observe	προσέφερον αὐτῷ παιδία, ἵνα αὐτῶν ἅψηται	1	Pourquoi les gens amenaient-ils leurs **enfants** auprès de Jésus ?	
10:13	fvax	basic,observe	οἱ δὲ μαθηταὶ ἐπετίμησαν αὐτοῖς	1	Comment les **disciples** ont-ils réagi aux personnes qui amenaient leurs petits enfants à Jésus ?	
10:13	cgpq	basic,interpret	οἱ δὲ μαθηταὶ ἐπετίμησαν αὐτοῖς	1	Selon vous, pourquoi les disciples ne voulaient-ils pas que les gens amènent leurs petits enfants à Jésus ?	
10:14	v8it	basic,observe	ἰδὼν δὲ, ὁ Ἰησοῦς ἠγανάκτησεν καὶ εἶπεν αὐτοῖς, ἄφετε τὰ παιδία ἔρχεσθαι πρός με, καὶ μὴ κωλύετε αὐτά	1	Comment **Jésus** a-t-il réagi lorsque les disciples ont réprimandé les personnes qui lui amenaient leurs petits enfants ?	
10:14	qalp	basic,observe	τῶν γὰρ τοιούτων ἐστὶν ἡ Βασιλεία τοῦ Θεοῦ	1	Ici, **Car** introduit la raison pour laquelle Jésus voulait que les gens lui amènent leurs enfants. Quelle est cette raison ?	
10:15	r8ji	basic,observe	ὃς ἂν μὴ δέξηται τὴν Βασιλείαν τοῦ Θεοῦ ὡς παιδίον, οὐ μὴ εἰσέλθῃ εἰς αὐτήν	1	Selon Jésus, comment quelqu'un doit-il recevoir **le Royaume de Dieu** pour **y entrer** ?	
10:15	xzsp	basic,interpret	ὃς ἂν μὴ δέξηται τὴν Βασιλείαν τοῦ Θεοῦ ὡς παιδίον, οὐ μὴ εἰσέλθῃ εἰς αὐτήν	1	Selon vous, que signifie recevoir ** le Royaume de Dieu comme un enfant** ?	
10:15	a4ai	basic,apply	ὃς ἂν μὴ δέξηται τὴν Βασιλείαν τοῦ Θεοῦ ὡς παιδίον, οὐ μὴ εἰσέλθῃ εἰς αὐτήν	1	Sur la base de cette affirmation, un **enfant** pourrait-il **entrer** dans le **Royaume de Dieu** ?	
10:16	ns6r	basic,observe	ἐναγκαλισάμενος αὐτὰ, κατευλόγει τιθεὶς τὰς χεῖρας ἐπ’ αὐτά	1	Qu'a fait Jésus avec les enfants après avoir corrigé les disciples ?	
10:17	qctv	basic,observe	προσδραμὼν εἷς καὶ γονυπετήσας αὐτὸν	1	Qu'a fait l'homme qui montre qu'il respectait Jésus ?	
10:17	welr	basic,observe	Διδάσκαλε ἀγαθέ	1	Comment l'homme s'est-il adressé à Jésus ?	
10:17	kd6g	basic,observe	τί ποιήσω ἵνα ζωὴν αἰώνιον κληρονομήσω?	1	Que voulait recevoir l'homme ?	
10:18	nuj8	basic,interpret	τί με λέγεις ἀγαθόν? οὐδεὶς ἀγαθὸς, εἰ μὴ εἷς ὁ Θεός	1	Puisque seul **Dieu** est vraiment **bon**, selon vous, l'homme pensait-il que Jésus était Dieu ?	
10:19	ibwm	basic,interpret	τὰς ἐντολὰς οἶδας	1	Selon vous, pourquoi Jésus a-t-il dit que l'homme connaissait **les commandements** ?	
10:19	iju4	basic,interpret	μὴ φονεύσῃς, μὴ μοιχεύσῃς, μὴ κλέψῃς, μὴ ψευδομαρτυρήσῃς, μὴ ἀποστερήσῃς, τίμα τὸν πατέρα σου καὶ τὴν μητέρα	1	Selon vous, pourquoi Jésus a-t-il choisi d'énumérer ces six commandements parmi tous les autres ?	
10:20	sjm0	basic,observe	Διδάσκαλε	1	"Selon vous, pourquoi l'homme ne s'adresse-t-il plus à Jésus en tant que ""bon maître"" comme au verset 17, et l'appelle-t-il seulement ""**Maître**"" ?"	
10:20	peaf	basic,observe	ταῦτα πάντα ἐφυλαξάμην ἐκ νεότητός μου	1	Quelle était, selon l'homme, sa condition spirituelle d'après les commandements de Dieu ?	
10:21	mxm5	basic,observe	ὁ δὲ Ἰησοῦς ἐμβλέψας αὐτῷ, ἠγάπησεν αὐτὸν	1	Que pensait Jésus de l'homme qui l'interrogeait ?	
10:21	n6l7	basic,observe	εἶπεν αὐτῷ, ἕν σε ὑστερεῖ	1	Jésus était-il d'accord avec l'homme pour dire qu'il avait pleinement observé tous les commandements de Dieu ?	
10:21	ph37	basic,observe	ὕπαγε, ὅσα ἔχεις πώλησον, καὶ δὸς τοῖς πτωχοῖς, καὶ ἕξεις θησαυρὸν ἐν οὐρανῷ, καὶ δεῦρο, ἀκολούθει μοι	1	Selon Jésus, que devait faire cet homme pour **avoir un trésor dans le ciel** ?	
10:21	ifwu	basic,interpret	ἕξεις θησαυρὸν ἐν οὐρανῷ	1	"Est-ce que **avoir un trésor dans le ciel** a la même signification que ""recevoir en héritage la vie éternelle"" au verset 17 ?"	
10:21	s67j	basic,interpret	δεῦρο, ἀκολούθει μοι	1	"Qu'est-ce que Jésus invitait l'homme à faire lorsqu'il lui a dit : ""Viens, suis-moi**"" ?"	
10:22	tg2e	basic,observe	ὁ δὲ, στυγνάσας ἐπὶ τῷ λόγῳ, ἀπῆλθεν λυπούμενος	1	Comment l'homme a-t-il répondu à ce que Jésus lui demandait de faire ?	
10:22	emih	basic,observe	ἦν γὰρ ἔχων κτήματα πολλά	1	Ici, **car** introduit la raison pour laquelle l'homme n'a pas obéi à Jésus et ne l'a pas suivi. Pourquoi ?	
10:23	g8fm	basic,observe	πῶς δυσκόλως οἱ τὰ χρήματα ἔχοντες, εἰς τὴν Βασιλείαν τοῦ Θεοῦ εἰσελεύσονται!	1	Qu'est-ce qui vient de se passer, et pourquoi Jésus fait-il cette déclaration ?	
10:23-24	auah	basic,interpret	πῶς δυσκόλως οἱ τὰ χρήματα ἔχοντες, εἰς τὴν Βασιλείαν τοῦ Θεοῦ εἰσελεύσονται! & οἱ δὲ μαθηταὶ ἐθαμβοῦντο ἐπὶ τοῖς λόγοις αὐτοῦ	1	Selon vous, pourquoi les disciples **s’étonnaient** qu'il soit difficile pour un riche d'entrer dans le Royaume de Dieu ?	
10:24	n62i	basic,observe	τέκνα, πῶς δύσκολόν ἐστιν εἰς τὴν Βασιλείαν τοῦ Θεοῦ εἰσελθεῖν	1	En répétant cette déclaration, Jésus a-t-il laissé planer le doute sur sa véracité ?	
10:25	bs6y	basic,interpret	εὐκοπώτερόν ἐστιν κάμηλον διὰ τρυμαλιᾶς ῥαφίδος διελθεῖν	1	À quel point est-il difficile pour **un chameau de passer par le trou d'une aiguille** ?	
10:25	qbdq	basic,interpret	εὐκοπώτερόν ἐστιν κάμηλον διὰ τρυμαλιᾶς ῥαφίδος διελθεῖν, ἢ πλούσιον εἰς τὴν Βασιλείαν τοῦ Θεοῦ εἰσελθεῖν	1	Que nous apprend cette comparaison sur la difficulté pour un **riche** d'entrer dans le Royaume de Dieu ?	
10:26	b92q	basic,observe	οἱ δὲ περισσῶς ἐξεπλήσσοντο	1	Comparez la réaction des disciples après l'exemple du chameau à celle qu'ils ont eue au verset 24. Qu’en penser ?	
10:26	cryi	basic,interpret	καὶ τίς δύναται σωθῆναι?	1	With this rhetorical question, who are the disciples implying **can be saved**?	
10:26	p5el	advanced,interpret	καὶ τίς δύναται σωθῆναι?	1	Les disciples étaient étonnés qu'il soit difficile pour un homme riche d'être sauvé, car ils pensaient que Dieu favorisait les riches. Comment cette croyance erronée a-t-elle pu les amener à se demander si quelqu'un pouvait être sauvé ?	
10:27	i2ev	basic,observe	παρὰ ἀνθρώποις ἀδύνατον, ἀλλ’ οὐ παρὰ Θεῷ	1	Selon Jésus, est-il possible pour les hommes d'être sauvés ?	
10:27	ycte	basic,interpret	πάντα γὰρ δυνατὰ παρὰ τῷ Θεῷ	1	Selon Jésus, qui peut sauver les hommes ?	
10:28	m9gq	basic,observe	ἤρξατο λέγειν ὁ Πέτρος αὐτῷ, ἰδοὺ, ἡμεῖς ἀφήκαμεν πάντα καὶ ἠκολουθήκαμέν σοι	1	Qu'ont sacrifié les apôtres pour suivre Jésus ?	
10:28	tkfz	basic,apply	ἰδοὺ, ἡμεῖς ἀφήκαμεν πάντα καὶ ἠκολουθήκαμέν σοι	1	Qu'avez-vous **laissé** pour suivre Jésus ? Ou bien, à quoi tenez-vous et que vous devriez laisser derrière vous ?	
10:29	s6u1	basic,observe	οὐδείς ἐστιν ὃς ἀφῆκεν οἰκίαν, ἢ ἀδελφοὺς, ἢ ἀδελφὰς, ἢ μητέρα, ἢ πατέρα, ἢ τέκνα, ἢ ἀγροὺς, ἕνεκεν ἐμοῦ καὶ τοῦ εὐαγγελίου	1	Quelles sont les choses que certains disciples ont laissées **à cause de** Jésus et **de l'Évangile** ?	
10:30	b3w6	basic,observe	ἐὰν μὴ λάβῃ ἑκατονταπλασίονα νῦν ἐν τῷ καιρῷ τούτῳ, οἰκίας, καὶ ἀδελφοὺς, καὶ ἀδελφὰς, καὶ μητέρας, καὶ τέκνα, καὶ ἀγροὺς, μετὰ διωγμῶν	1	Que recevront **dans le temps présent** ceux qui ont quitté des personnes et des biens à cause de Jésus et de l'Évangile ?	
10:30	bn9k	basic,interpret	μετὰ διωγμῶν	1	Selon vous, pourquoi Jésus ajoute-t-il **des persécutions** à la liste de ce qu'ils recevront ?	
10:30	bfsr	basic,observe	καὶ ἐν τῷ αἰῶνι τῷ ἐρχομένῳ, ζωὴν αἰώνιον	1	Que recevront ** dans l'avenir** ceux qui ont quitté les gens et leurs biens à cause de Jésus et de l'Evangile ?	
10:30	hro2	basic,interpret	ἐὰν μὴ λάβῃ & καὶ ἐν τῷ αἰῶνι τῷ ἐρχομένῳ, ζωὴν αἰώνιον	1	Quel est le lien entre cette affirmation et la question initiale de l'homme au verset 17 ?	
10:31	ghhm	basic,interpret	πολλοὶ δὲ ἔσονται πρῶτοι ἔσχατοι, καὶ ἔσχατοι πρῶτοι	1	Dans les versets 23-26, les disciples s'étonnent que les riches n'entrent pas facilement dans le Royaume de Dieu. Comment la déclaration de Jésus peut-elle désigner ici ceux qui sont supposés entrer au ciel et ceux qui y entrent réellement ?	
10:31	qil5	basic,interpret	πολλοὶ δὲ ἔσονται πρῶτοι ἔσχατοι, καὶ ἔσχατοι πρῶτοι	1	Quel est le lien entre cette déclaration et l'argument des disciples en 9.33-35 ?	
10:32	yx92	basic,interpret	ἦσαν δὲ ἐν τῇ ὁδῷ ἀναβαίνοντες εἰς Ἱεροσόλυμα, καὶ ἦν προάγων αὐτοὺς ὁ Ἰησοῦς, καὶ ἐθαμβοῦντο, οἱ δὲ ἀκολουθοῦντες ἐφοβοῦντο	1	Selon vous, pourquoi les disciples suivaient-ils Jésus **avec crainte** jusqu'à Jérusalem ?	
10:32	qn5h	basic,observe	παραλαβὼν πάλιν τοὺς δώδεκα, ἤρξατο αὐτοῖς λέγειν τὰ μέλλοντα αὐτῷ συμβαίνειν	1	Qu’a dit Jésus aux **Douze** alors qu'ils se rendaient à Jérusalem ?	
