Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
23:10	at2e		rc://*/ta/man/translate/translate-symaction	ils se sont prosternés	1	C’est-à-dire qu’ils « se sont courbés très bas, près du sol ». À cette époque, c’était la façon habituelle de faire preuve d’un grand respect ou d’une grande révérence.
23:10	kz2w			qui coûtaient cher	1	L’adjectif « cher » signifie « très précieux ».
23:10	q4nv			Une histoire biblique tirée de	1	Ces références peuvent être légèrement différentes dans certaines traductions de la Bible.
24:0	foav	title		Jean baptise Jésus	1	Ce titre peut aussi être traduit par « Comment Jean-Baptiste a baptisé Jésus » ou « Comment Jean-Baptiste a-t-il baptisé Jésus ? ».
24:1	xbd9		rc://*/ta/man/translate/writing-newevent	Jean, le fils de Zakarie et d’Élisabeth, a grandi et est devenu un prophète.	1	On introduit ici un nouvel événement : la prédication de Jean à l’âge adulte.
24:1	zju8		rc://*/ta/man/translate/writing-background	Il vivait dans le désert, mangeait du miel sauvage et des sauterelles, et portait des vêtements faits de poils de chameaux	1	Ce sont des informations générales sur la façon de vivre de Jean.
24:1	qunc			le désert	1	C’est-à-dire « les régions sauvages » ou « un endroit isolé et désertique ». Il y avait peu de personnes qui vivaient dans cette région.
24:1	sq6i			miel sauvage	1	Ce miel était le produit naturel des abeilles dans le désert ; il n’était pas récolté par les gens. Si c’est ce que les gens comprennent par le mot « miel », vous n’avez pas besoin de l’appeler « sauvage ».
24:1	y9b3			sauterelles	1	C’étaient de grands insectes avec des ailes, qui sautent, et qui ressemblent à de très grands criquets. Certaines personnes qui vivent dans le désert les mangent.
24:1	aec1		rc://*/ta/man/translate/translate-symaction	portait des vêtements faits de poils de chameaux	1	Ces vêtements symbolisent le fait que Jean était un prophète comme les prophètes d’autrefois, en particulier comme le prophète Élie.
24:1	ad0g			vêtements faits de poils de chameaux	1	C’est-à-dire « des vêtements grossiers faits de poils de chameau ». Ces vêtements ne s’usaient pas rapidement dans le désert comme d’autres vêtements le feraient.
24:1	zsra			poils de chameaux	1	Un chameau est un animal aux poils rêches. On peut en faire des vêtements. « Poils de chameaux » pourrait être traduit par « poils d’animaux rêches ».
24:2	la96			le désert	1	Voyez comment vous avez traduit ce mot en [24:01] (24/01).
24:2	jcf5		rc://*/ta/man/translate/figs-quotations	Il prêchait en disant : « Détournez-vous du mal, car le royaume de Dieu est proche ! »	1	C’est une citation directe qui peut être reformulée de manière indirecte : « Il a prêché, leur disant de se détourner du mal, car le royaume de Dieu était proche ».
24:2	pgcl		rc://*/ta/man/translate/figs-exclamations	Détournez-vous du mal, car le royaume de Dieu est proche !	1	Cette phrase souligne la raison urgente pour laquelle ils devaient se détourner du mal : le royaume de Dieu était proche.
24:2	bgnq		rc://*/ta/man/translate/figs-imperative	Détournez-vous du mal	1	C’est un ordre. Il serait peut-être préférable de dire : « Détournez-vous de vos mauvaises actions ». (« Repentez-vous de vos péchés »)
24:2	ab14			le royaume de Dieu est proche	1	Cela pourrait signifier « le royaume de Dieu est sur le point de paraître » ou « le royaume de Dieu arrivera bientôt ». On fait référence au règne de Dieu sur le monde. Cela peut aussi être traduit par « le règne de Dieu est sur le point de commencer » ou « Dieu régnera bientôt sur nous en tant que roi ».
24:3	nule		rc://*/ta/man/translate/grammar-connect-words-phrases	Quand les gens ont entendu le message de Jean, beaucoup d’entre eux se sont détournés de leurs mauvaises actions et Jean les a baptisés.	1	La conjonction « quand » donne une information sur l’ordre des événements. D’abord, ils ont entendu le message de Jean, puis ils se sont détournés de leurs mauvaises actions et Jean les a baptisés.
24:3	aib6			se sont détournés de leurs mauvaises actions	1	On pourrait aussi traduire cela par : « se sont repentis de leurs mauvaises actions » ou « ils ont changé d’avis à propos de leurs mauvaises actions » ou « ils se sont repentis de leurs péchés ».
24:3	kyyp			ne se sont pas détournés [de] leurs mauvaises actions	1	C’est-à-dire « ils ne se sont pas repentis de leurs péchés »
24:3	ewik			avoué leurs mauvaises actions	1	Confesser ou avouer, c’est reconnaître que quelque chose est vrai. Ces dirigeants n’ont pas voulu reconnaître qu’ils avaient commis de mauvaises actions (des péchés). Cela peut être traduit par : « ils ne voulaient pas reconnaître qu’ils avaient péché ».
24:4	a3sk		rc://*/ta/man/translate/figs-metaphor	Vous êtes des serpents venimeux !	1	Jean parle des chefs religieux comme s’il s’agissait de serpents venimeux. Les serpents venimeux sont dangereux et représentent le mal. Traduction alternative : « Vous êtes méchants comme des serpents venimeux ! ».
24:4	lha4		rc://*/ta/man/translate/figs-metaphor	Dieu va abattre tout arbre qui ne porte pas de bons fruits, et il va le jeter au feu	1	Jean parle des chefs religieux comme s’il s’agissait d’arbres qui portent de mauvais fruits. Cette métaphore signifie que Dieu est prêt à punir les pécheurs. Traduction alternative : « Dieu a sa hache à la main et il est prêt à abattre et brûler tout arbre qui produit de mauvais fruits » ou « comme une personne qui prépare sa hache pour abattre et brûler un arbre qui produit de mauvais fruits, Dieu est prêt à punir vos péchés ».
24:4	f950			Dieu va abattre tout arbre qui ne porte pas de bons fruits, et il va le jeter au feu	1	Cela signifie : « Il va juger la personne qui ne fait pas de bonnes œuvres et il va la punir ».
24:4	w1dc			tout arbre qui ne porte pas de bons fruits	1	Jean ne parle pas vraiment d’arbres. C’est une expression qui compare les bons fruits aux bonnes actions et attitudes qui viennent de Dieu.
24:4	p86n			Jean a accompli ce que les prophètes ont dit : « Voici, dans peu de temps, je vais envoyer mon messager devant toi pour préparer ton chemin. »	1	Dans certaines langues, il serait plus naturel d’utiliser une citation indirecte pour cette phrase. Par exemple : « Jean a accompli ce que les prophètes avaient dit. Ils annonçaient la promesse que Dieu enverrait son messager devant Jésus afin de préparer son chemin ».
24:4	n1e9			Jean a accompli	1	C’est-à-dire que « Jean faisait » ce que le prophète avait dit que le messager de Dieu ferait.
24:4	edk3			Voici	1	Cela pourrait être traduit par « Regardez et voyez » ou « Écoutez attentivement ! ».
24:4	vs0y			mon messager	1	C’est-à-dire : « Moi, Yahvé, j’enverrai mon messager ».
24:4	djf7			devant toi	1	Dans cette phrase, le mot « toi » se rapporte au Messie.
24:4	pp6s			pour préparer ton chemin	1	Le messager de Dieu préparera le peuple à écouter le Messie.
24:5	oeij			il est si grand	1	Cela pourrait être traduit par « Il est si important ».
24:5	lgx6		rc://*/ta/man/translate/figs-explicit	je ne suis même pas digne de délier ses sandales.	1	Détacher les lanières de sandales était un devoir d’esclave. Jean disait que celui qui viendrait serait si grand qu’il n’était même pas même digne d’être son esclave.
24:6	wsn9		rc://*/ta/man/translate/figs-exclamations	Regardez !	1	Cette phrase souligne l’importance de la déclaration qui suit.
24:6	rw92			Voici	1	Dans certaines langues « voici » correspond à « voici devant vous » ou « cet homme est ».
24:6	wpxc		rc://*/ta/man/translate/figs-metaphor	l’Agneau de Dieu	1	Jean parle de Jésus comme si Jésus était un agneau de Dieu. C’est une métaphore qui représente le sacrifice parfait de Dieu. Jésus est appelé « l’Agneau de Dieu » parce qu’il a été sacrifié pour payer pour toutes les mauvaises actions des gens.
24:6	ukbs			va enlever	1	Grâce au sacrifice de Jésus, Dieu considère notre péché comme s’il n’avait jamais existé.
24:6	gol9			le péché du monde	1	C’est-à-dire « le mal commis par tous les gens dans le monde ».
24:6	x6ud		rc://*/ta/man/translate/figs-metonymy	du monde	1	Le mot « monde » est une métonymie qui désigne tous les êtres humains dans le monde. Traduction alternative : « de tous les gens du monde » ou « de chaque personne dans le monde ».
24:7	qpja		rc://*/ta/man/translate/figs-quotations	Jean a dit à Jésus : « Je ne suis pas digne de te baptiser. Ce serait plutôt à toi de me baptiser »	1	C’est une citation directe. On peut aussi la récrire de manière indirecte : « Jean a dit qu’il n’était pas digne de baptiser Jésus, mais que c’était plutôt à Jésus de le baptiser ».
24:7	shhr			Je ne suis pas digne de te baptiser	1	On pourrait traduire comme suit : « Je ne suis pas assez bon pour te baptiser » ou « Je suis un homme plein de mal, je ne devrais donc pas te baptiser ».
24:7	jcup		rc://*/ta/man/translate/figs-quotations	Mais Jésus a dit : « Tu dois me baptiser, parce qu’il est juste de le faire »	1	C’est une citation directe qui peut aussi être formulée de manière indirecte : « Mais Jésus a dit que Jean devait le baptiser, parce que c’était la chose juste à faire ».
24:7	k7zw			il est juste de le faire	1	On pourrait également dire : « c’est la bonne chose à faire » ou « c’est ce que Dieu veut que je fasse ».
24:7	wnp6		rc://*/ta/man/translate/grammar-connect-condition-fact	même si Jésus n’a jamais commis le mal	1	Le baptême est un signe de repentance, mais Jésus n’a jamais péché. Il n’a donc pas eu besoin de se repentir. Le caractère sans péché de Jésus n’est pas remis en question, même si son baptême semble indiquer le contraire.
24:8	xrwq		rc://*/ta/man/translate/figs-activepassive	après avoir été baptisé	1	Ou sous forme active : « Après que Jean a baptisé Jésus ».
24:8	xkh9		rc://*/ta/man/translate/figs-simile	l’Esprit de Dieu est apparu sous la forme d’une colombe et est descendu pour reposer sur lui.	1	Des significations possibles : 1. il s’agit d’une comparaison et l’Esprit est descendu sur Jésus comme un oiseau descend du ciel vers le sol, ou 2. l’Esprit a vraiment pris la forme d’une colombe lorsqu’il est descendu sur Jésus.
24:8	awq2		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Celui-ci est mon Fils	1	Assurez-vous que la traduction ne laisse pas penser qu’il y ait un autre fils. Il peut être nécessaire de dire : « Tu es mon fils unique. Je t’aime beaucoup et je suis très content de toi ».
24:9	kylz		rc://*/ta/man/translate/figs-quotations	Dieu avait dit à Jean : « Le Saint-Esprit descendra et reposera sur quelqu’un que tu baptiseras. Cette personne est le Fils de Dieu. »	1	C’est une citation directe. On peut aussi la reformuler de manière indirecte : « Dieu avait dit à Jean que le Saint-Esprit descendrait et resterait sur quelqu’un qu’il baptiserait, et que cette personne serait le Fils de Dieu ».
24:9	hs03			Dieu avait dit à Jean	1	Autrement dit : « Avant cela, Dieu avait dit à Jean » ou « Avant que Jésus vienne pour être baptisé, Dieu avait dit à Jean ».
24:9	gm27		rc://*/ta/man/translate/guidelines-sonofgodprinciples	le Fils de Dieu	1	C’est un titre important de Jésus.
24:9	cxse		rc://*/ta/man/translate/grammar-connect-logic-contrast	Mais quand Jean a baptisé Jésus	1	La conjonction « mais » oppose le fait qu’il n’y a qu’un seul Dieu, au fait qu’il y a aussi Dieu le Père, Dieu le Fils et Dieu le Saint-Esprit.
24:9	pu9o			Une histoire biblique tirée de	1	Ces références peuvent être légèrement différentes dans certaines traductions de la Bible.
25:0	w3t5	title		Satan a tenté Jésus	1	Ce titre peut aussi être traduit par « Comment Satan a essayé de pousser Jésus à faire le mal » ou « Que s’est-il passé quand Satan a essayé de pousser Jésus à faire le mal ? ».
25:1	qw94		rc://*/ta/man/translate/writing-newevent	Tout de suite après le baptême de Jésus	1	C’est un nouvel événement qui commence.
25:1	bf5f			le Saint-Esprit l’a conduit	1	Cela pourrait signifier « le Saint-Esprit l’a guidé » ou « le Saint-Esprit l’a poussé ».
25:1	s2pu			le désert	1	Cela pourrait aussi se traduire par « une région sauvage » ou « un endroit isolé et désertique avec peu de monde ». Cet endroit avait probablement très peu d’arbres ou de plantes, la plupart des gens ne pourraient donc pas y vivre.
25:1	oq7f		rc://*/ta/man/translate/translate-numbers	quarante jours et quarante nuits	1	Cela signifie « quarante jours, comprenant la journée et la nuit ». Soyez certains que la traduction de cette phrase ne ressemble pas à une période de quatre-vingts jours.
25:1	ttct			l’a tenté	1	Puisque Jésus n’a pas commis le mal, assurez-vous d’utiliser un mot qui n’implique pas que Satan a réussi à convaincre Jésus de le faire. Cette phrase pourrait aussi être traduite par : « il a essayé de le convaincre de faire le mal ».
25:2	cod8		rc://*/ta/man/translate/figs-quotations	Satan a dit à Jésus : « Si tu es le Fils de Dieu, transforme ces pierres en pain pour que tu puisses manger ! »	1	C’est une citation directe que l’on peut reformuler de manière indirecte : « Satan a dit à Jésus que s’il était le Fils de Dieu, il devrait pouvoir transformer ces roches en pain pour manger ».
25:2	wgdx		rc://*/ta/man/translate/figs-explicit	Si tu es le Fils de Dieu	1	Satan savait que Jésus était vraiment le Fils de Dieu.
25:2	a8gz		rc://*/ta/man/translate/guidelines-sonofgodprinciples	le Fils de Dieu	1	C’est un titre important de Jésus.
25:2	pdyy			transforme ces pierres en pain	1	Cela peut aussi se traduire par « transforme surnaturellement ces pierres en pain ».
25:2	np6e		rc://*/ta/man/translate/figs-synecdoche	pain	1	Cela pourrait être traduit par « nourriture » pour les langues où le pain n’est pas un aliment commun. Dans la culture des juifs, le pain était l’aliment principal.
25:3	yg1s		rc://*/ta/man/translate/figs-explicit	Mais Jésus a dit à Satan : « il est écrit	1	Jésus a refusé de faire ce que Satan lui demandait. Cela peut être clairement énoncé ainsi : « Mais Jésus a dit à Satan : “Non, je ne ferai pas cela parce qu’il est écrit…” ».
25:3	beak		rc://*/ta/man/translate/figs-quotations	Jésus a dit à Satan : « il est écrit dans la Parole de Dieu : “Les gens n’ont pas seulement besoin de pain pour vivre, mais ils ont besoin de tout ce que Dieu leur dit !” »	1	C’est une citation directe que l’on peut reformuler de manière indirecte : « Jésus a dit à Satan qu’il est écrit dans la parole de Dieu que les gens n’ont pas seulement besoin de pain pour vivre, mais qu’ils ont besoin de tout ce que Dieu leur dit ».
25:3	d4pc		rc://*/ta/man/translate/figs-quotesinquotes	“Les gens n’ont pas seulement besoin de pain pour vivre, mais ils ont besoin de tout ce que Dieu leur dit !”	1	C’est une citation à l’intérieur d’une citation. Toute la citation peut être reformulée pour que cette partie soit indirecte : « Il est écrit dans la parole de Dieu que les gens n’ont pas seulement besoin de pain pour vivre, mais qu’ils ont besoin de tout ce que Dieu leur dit ».
25:3	gaql		rc://*/ta/man/translate/figs-synecdoche	pain	1	Assurez-vous d’utiliser le même mot pour traduire « pain » ici et dans [25:02] (25/02).
25:3	b6d1			mais ils ont besoin de tout ce que Dieu leur dit !	1	Une autre manière de traduire ceci serait : « Mais les gens doivent écouter et obéir à tout ce que Dieu dit ».
25:4	x0bl		rc://*/ta/man/translate/figs-quotations	« Si tu es le Fils de Dieu, saute d’ici en bas, car il est écrit : “Dieu ordonnera à ses anges de te porter, afin que ton pied ne heurte pas une pierre” »	1	C’est une citation directe que l’on peut reformuler de manière indirecte : « Il lui dit que s’il était le Fils de Dieu, il devrait se jeter du haut du bâtiment vers le sol ; puisqu’il est écrit que Dieu ordonnera à ses anges de le porter pour que son pied ne frappe pas une pierre. »
25:4	gsni		rc://*/ta/man/translate/figs-explicit	Si tu es le Fils de Dieu	1	Satan savait que Jésus était réellement le Fils de Dieu.
25:4	xlno		rc://*/ta/man/translate/guidelines-sonofgodprinciples	le Fils de Dieu	1	C’est un titre important de Jésus.
25:4	y0pn		rc://*/ta/man/translate/guidelines-sonofgodprinciples	saute d’ici en bas	1	C’est-à-dire : « saute du haut de ce bâtiment jusqu’au sol ».
25:4	bbx1		rc://*/ta/man/translate/figs-activepassive	il est écrit	1	C’est-à-dire : « un prophète de Dieu a écrit cela, il y a longtemps ».
25:4	hgc4		rc://*/ta/man/translate/figs-quotesinquotes	Dieu ordonnera à ses anges de te porter, afin que ton pied ne heurte pas une pierre	1	C’est une citation à l’intérieur d’une citation. Elle peut être reformulée pour que cette partie soit indirecte : « car il est écrit que Dieu ordonnera à ses anges de te porter afin que ton pied ne heurte pas une pierre ».
25:4	piry			afin que ton pied ne heurte pas une pierre	1	Cela signifie « afin que tu ne sois pas blessé du tout, afin que même ton pied ne soit pas blessé sur une pierre ». Cela pourrait aussi se traduire par « ton pied ne va pas même heurter une pierre. C’est pourquoi tu ne seras pas blessé du tout ».
25:5	ug7l		rc://*/ta/man/translate/figs-quotations	il a dit : « Dieu a dit à chacun : “Ne tentez pas le Seigneur votre Dieu.” »	1	C’est une citation directe. Mais on peut la récrire de manière indirecte : « Il a dit que Dieu a ordonné qu’il n’y ait personne qui tente le Seigneur leur Dieu ».
25:5	ts6f			« Dieu a dit à chacun : “Ne tentez pas le Seigneur votre Dieu.” »	1	Cela pourrait être reformulé en citation indirecte : « Dieu dit à chacun de ne pas tenter le Seigneur son Dieu ».
25:5	wqrk		rc://*/ta/man/translate/figs-quotesinquotes	Ne tentez pas le Seigneur votre Dieu.	1	C’est une citation à l’intérieur d’une citation. Elle peut être reformulée pour que cette partie soit indirecte : « …dit à chacun de ne pas tenter le Seigneur son Dieu » ou « …dit que personne ne devrait tenter le Seigneur son Dieu ».
25:5	yehs			Ne tentez pas le Seigneur votre Dieu.	1	Cela pourrait être traduit par : « Ne poussez pas Dieu à vous prouver ce dont il est capable » ou « Ne mettez pas Dieu au défi de prendre soin de vous, même lorsque vous ne lui obéissez pas ».
25:5	m7ht			le Seigneur votre Dieu	1	C’est-à-dire : « Yahvé, votre Dieu » ou « Yahvé, qui est Dieu et a autorité sur vous ».
25:6	vcrs		rc://*/ta/man/translate/figs-quotations	Il a dit à Jésus : « Je te donnerai tout cela si tu te prosternes et si tu m’adores. »	1	C’est une citation directe que l’on peut reformuler de manière indirecte : « il a dit à Jésus qu’il lui donnerait tout cela s’il se prosternait et l’adorait ».
25:6	isd2			les royaumes du monde	1	Cela fait référence à toutes les villes, pays et autres territoires les plus grands au monde.
25:6	knol			Je te donnerai tout cela	1	Cela pourrait être traduit par : « Je te donnerai toute la richesse et le pouvoir de ces royaumes » ou « Je te ferai régner sur tous ces pays, ces villes et ces peuples ».
25:6	jj9l		rc://*/ta/man/translate/figs-explicit	Je te donnerai	1	On peut dire que Satan avait en fait cette autorité : « J’ai l’autorité de te donner ».
25:6	enx9		rc://*/ta/man/translate/translate-symaction	tu te prosternes	1	Cela impliquerait que Jésus soit au service de Satan et l’adore.
25:7	p4sy		rc://*/ta/man/translate/figs-quotations	Jésus a répondu : « Va-t’en, Satan ! Dieu, dans sa parole, commande à son peuple ceci : “Adorez seulement le Seigneur votre Dieu. Honorez-le en tant que Dieu lui seul”. »	1	C’est une citation directe qui peut être reformulée de manière indirecte : « Jésus a dit à Satan de s’en aller, parce que Dieu, dans sa parole, commande à son peuple de l’adorer et de l’honorer lui seul ».
25:7	ymlf		rc://*/ta/man/translate/figs-explicit	Jésus a répondu : « Va-t’en, Satan ! Dieu, dans sa parole, commande à son peuple ceci : “Adorez seulement le Seigneur votre Dieu. Honorez-le en tant que Dieu lui seul”. »	1	Jésus a refusé de faire ce que Satan lui a demandé. Cela peut être clairement énoncé ainsi : « Mais Jésus a dit à Satan : “Non, je ne le ferai pas. Va-t’en…” ».
25:7	yk6t			Va-t’en	1	Cet impératif peut aussi être traduit par : « laisse-moi » ou « laisse-moi tranquille ».
25:7	q1qq		rc://*/ta/man/translate/figs-quotesinquotes	Dieu […] commande à son peuple ceci : “Adorez seulement le Seigneur votre Dieu. Honorez-le en tant que Dieu lui seul”	1	C’est une citation à l’intérieur d’une citation. Elle peut être reformulée pour que cette partie soit indirecte : « …commande à son peuple de n’adorer que le Seigneur leur Dieu, et de n’honorer que lui ».
25:7	ry2q			le Seigneur votre Dieu	1	Traduisez cette phrase de la même manière que vous l’avez fait en [25:05](25/05).
25:8	s1ys			Jésus n’a pas cédé aux tentations	1	Cela pourrait être traduit par « Jésus n’a pas fait ce que Satan le tentait de faire ».
25:8	t6uu			Une histoire biblique tirée de	1	Ces références peuvent être légèrement différentes dans certaines traductions de la Bible.
26:0	yj2q	title		Jésus commence son ministère	1	Ce titre peut aussi être traduit par « Comment Jésus a commencé à exercer son ministère envers les Juifs » ou « Que s’est-il passé lorsque Jésus a commencé à exercer son ministère envers les Juifs ? ».
26:1	lw5y			Après avoir repoussé les tentations de Satan, Jésus est retourné	1	Vous préférerez peut-être dire cela en deux phrases : « Jésus n’a pas fait les mauvaises choses que Satan l’a tenté de faire et ainsi il l’a vaincu. Après cela, Jésus est revenu ». Le mot « repousser » peut aussi être traduit par « résister », « rejeter » ou « refuser ».
26:1	nz2u		rc://*/ta/man/translate/writing-newevent	Après avoir repoussé les tentations de Satan	1	C’est un nouvel événement qui commence.
26:1	j40e			Jésus allait de lieux en lieux	1	C’est-à-dire qu’il « a voyagé d’une ville à l’autre et dans d’autres lieux ».
26:1	xuwt			Tout le monde	1	Cela pourrait vouloir dire « tous ceux qui l’ont connu ou qui ont entendu parler de lui ».
26:2	nn7u			l’endroit du culte	1	Cela pourrait vouloir dire « le bâtiment où les Juifs se réunissent pour adorer Dieu ». On peut aussi traduire cela par : « le bâtiment pour adorer ».
26:2	qfnr			un rouleau	1	Un rouleau était une longue feuille de parchemin ou de cuir qui était enroulée et sur laquelle on écrivait.
26:2	kfl8			un rouleau contenant les messages du prophète Ésaïe	1	C’est-à-dire « un rouleau qui contenait les mots que le prophète Ésaïe avait écrits ». Ésaïe avait écrit sur un rouleau des centaines d’années auparavant. C’était une copie de ce rouleau.
26:2	jkx6			déroulé le livre	1	Cela pourrait être traduit par « ouvrir le rouleau » ou « dérouler le rouleau ».
26:3	icuc		rc://*/ta/man/translate/figs-quotations	Jésus a lu : « Dieu m’a donné son Esprit pour annoncer la bonne nouvelle aux pauvres. Il m’a envoyé pour libérer les prisonniers, pour rendre la vue aux aveugles et pour libérer ceux que les autres oppriment. C'est le temps où le Seigneur sera miséricordieux envers nous et nous aidera. »	1	C’est une citation directe. Mais on peut la reformuler en une citation indirecte : « Jésus a lu le passage disant que Dieu lui a donné son Esprit pour annoncer la bonne nouvelle aux pauvres ; qu’il l’a envoyé pour libérer les prisonniers, pour rendre la vue aux aveugles et pour libérer ceux que les autres oppriment ; que c'est le temps où le Seigneur sera miséricordieux envers le peuple et l’aidera ».
26:3	uo4n			pour annoncer la bonne nouvelle aux pauvres	1	Cela pourrait signifier « pour dire aux pauvres et aux nécessiteux le bon message qui annonce que Dieu va les aider ».
26:3	dt59			pour libérer les prisonniers	1	Cela pourrait signifier « annoncer aux gens injustement emprisonnés qu’ils vont être libérés ».
26:4	uogc		rc://*/ta/man/translate/figs-quotations	Jésus a dit : « Ce que je viens de vous lire s’accomplit en ce moment même »	1	Ceci est une citation directe qui peut être reformulée de manière indirecte : « Jésus a dit que ce qu’il venait de lire s’accomplissait en ce moment même ».
26:4	glqk			Ce que je viens de vous lire s’accomplit en ce moment même	1	D’autres façons de traduire ceci seraient : « les choses que vous venez de m’entendre lire sont en train de se réaliser en ce moment même » ou « aujourd’hui, les choses que je vous ai lues se sont réalisées au moment même où vous les avez entendues ».
26:4	d86r			étonnés	1	Traduisez le mot « étonné » avec un terme qui signifie qu’ils étaient surpris, choqués et confus à propos de ce qu’ils venaient d’entendre et de la possibilité d’une telle chose.
26:4	bdep		rc://*/ta/man/translate/figs-rquestion	N’est-ce pas là le fils de Joseph ?	1	C’est une question rhétorique qui pourrait aussi être traduite ainsi : « Cet homme n’est que le fils de Joseph ! » ou « Tout le monde sait qu’il est juste le fils de Joseph ! » Les gens ne demandaient pas s’il était le fils de Joseph ou non. Ils se demandaient comment il pouvait être le Messie, car ils pensaient qu’il n’était que le fils d’un homme ordinaire.
26:5	v7qy		rc://*/ta/man/translate/figs-quotations	Alors Jésus a dit : « Il est vrai que les gens n’acceptent jamais un prophète dans la ville où il a grandi. Au temps du prophète Élie, il y avait beaucoup de veuves en Israël, mais quand il n’a pas plu pendant trois ans et demi, Dieu n’a pas envoyé Élie pour aider une veuve en Israël. Au lieu de cela, Dieu l’a envoyé vers une veuve d’une autre nation.	1	C’est une citation directe. On peut la reformuler de manière indirecte : « Jésus a dit qu’il est vrai que les gens n’acceptent jamais un prophète dans la ville où il a grandi. Il a aussi dit qu’au temps du prophète Élie il y avait beaucoup de veuves en Israël, mais que quand il n’a pas plu pendant trois ans et demi, Dieu n’a pas envoyé Élie pour aider de veuve en Israël ; et qu’au lieu de cela, Dieu l’a envoyé vers une veuve d’une autre nation ».
26:5	fojn		rc://*/ta/man/translate/writing-proverbs	les gens n’acceptent jamais un prophète dans la ville où il a grandi	1	Cette phrase signifie que « les gens ne reconnaissent pas l’autorité d’un prophète qui a grandi parmi eux ».
26:5	prmv		rc://*/ta/man/translate/writing-background	Au temps du prophète Élie	1	C’est un rappel historique sur ce qui s’est passé quand Élie était vivant.
26:6	za3a		rc://*/ta/man/translate/figs-quotations	Jésus a continué en disant « À l’époque du prophète Élisée,	1	C’est une citation directe. On peut la reformuler en une citation indirecte : « Jésus a continué en disant qu’à l’époque… ».
26:6	gr7n		rc://*/ta/man/translate/writing-background	À l’époque du prophète Élisée	1	C’est le contexte historique sur ce qui s’est passé quand Élie était vivant.
26:6	lvxt			Élisée	1	Élisée était le prophète de Dieu qui est venu après Élie. Comme Élie, Élisée a confronté les rois israélites qui péchaient contre Dieu et il a accompli les miracles par la puissance que Dieu lui avait donnée pour les accomplir.
26:6	fyf1			un commandant	1	Cela pourrait vouloir dire « un chef militaire ».
26:6	dt4t			ils étaient furieux contre lui	1	Les Juifs ne voulaient pas entendre que Dieu ait béni un autre peuple que le leur, c’est pourquoi ils étaient furieux de ce que Jésus avait dit.
26:7	kl5q			du lieu de culte	1	Cela pourrait signifier « du bâtiment où les Juifs se réunissent pour adorer Dieu ». Cela peut aussi se traduire par « Le bâtiment pour adorer ». Voyez comment vous l’avez traduit dans [26:02] (26/02).
26:7	m3ji			Mais Jésus s’est faufilé dans la foule	1	La conjonction « mais » pourrait être traduite par une expression forte afin de montrer que les gens n’ont pas pu faire à Jésus ce qu’ils avaient prévu de lui faire. Par exemple : « mais au lieu », « cependant » ou « toutefois ».
26:8	dl5c			Jésus a parcouru toute la région de Galilée	1	Cela pourrait vouloir dire « partout en Galilée » ou « de lieux en lieux en Galilée ».
26:9	hz50			qui étaient possédés par des démons	1	Cela pourrait signifier : « ils étaient contrôlés par des esprits méchants ».
26:9	xj09			Jésus a commandé aux démons	1	Cela pourrait aussi être traduit par : « Jésus a ordonné aux démons ».
26:9	q201		rc://*/ta/man/translate/figs-quotations	Les démons criaient souvent : « Tu es le Fils de Dieu ! »	1	C’est une citation directe. On peut la reformuler en une citation indirecte : « Les démons ont souvent crié qu’il était le Fils de Dieu ».
26:9	g8oq		rc://*/ta/man/translate/figs-exclamations	« Tu es le Fils de Dieu ! »	1	C’est une déclaration forte sur le fait que Jésus est le Messie.
26:9	kkvs		rc://*/ta/man/translate/guidelines-sonofgodprinciples	le Fils de Dieu	1	C’est un titre important de Jésus.
26:10	td5o			ont appris de lui	1	Cela pourrait signifier : « ils ont appris de ce qu’il leur a enseigné » ou « ils ont appris de tout ce qu’il a dit et fait ».
26:10	g6up			Une histoire biblique tirée de	1	Ces références peuvent être légèrement différentes dans certaines traductions de la Bible.
27:0	giks	title		L’histoire du bon Samaritain	1	Ce titre peut aussi être traduit par « Comment un homme bon venant de Samarie a aidé un homme Juif » ou « Que s’est-il passé lorsqu’un homme bon venant de Samarie a aidé un homme Juif ? ».
27:1	ngt7		rc://*/ta/man/translate/writing-newevent	Un jour	1	Cette phrase introduit un événement qui a pris place dans le passé, mais ne précise pas la date. De nombreuses langues commencent à raconter une histoire vraie d’une manière semblable.
27:1	eah8		rc://*/ta/man/translate/writing-participants	un expert de la loi juive	1	Cet homme était quelqu’un qui étudiait et enseignait les lois que Dieu avait données aux Israélites, ainsi que d’autres lois juives.
27:1	nz7y		rc://*/ta/man/translate/figs-quotations	il a dit : « Maître, que dois-je faire pour hériter la vie éternelle ? »	1	C’est une citation directe. Mais on peut la reformuler de manière indirecte : « Il a appelé Jésus par le titre de Maître et lui a demandé ce qu’il devait faire pour hériter la vie éternelle ».
27:1	tddc			hériter la vie éternelle	1	Cela pourrait signifier « avoir la vie avec Dieu pour toujours », « afin que Dieu me donne la vie avec lui pour toujours » ou « recevoir la vie éternelle de la part de Dieu ». L’expert de la Loi demandait comment il pouvait être digne de recevoir l’héritage de la vie éternelle de la part de Dieu le Père.
27:1	k40z			la vie éternelle	1	Cela fait référence à la vie avec Dieu pour toujours, après la mort du corps mortel. Voir à ce propos la page des termes clés pour la vie éternelle.
